class,order,family,genus,species,taxon_name,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_n_or_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,dataset
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,NA,121.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,NA,136.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yee, D.A., 2000"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,NA,19.38333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,-999,Trinidad Dog-like Bat,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,-999,Proboscis Bat,547.5,0.99,2,4.14,NA,NA,70.86,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.294,NA,NA,3.003,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,-999,Proboscis Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,flaviventris,Saccolaimus flaviventris,-999,Yellow-bellied Pouched Bat,NA,NA,2,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,mixtus,Saccolaimus mixtus,-999,Troughton's Pouched Bat,NA,NA,NA,38.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,peli,Saccolaimus peli,-999,Pel's Pouched Bat,NA,1,NA,53.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,peli,Saccolaimus peli,-999,Pel's Pouched Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-999,Naked-rumped Pouched Bat,NA,1,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-999,Naked-rumped Pouched Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-999,Naked-rumped Pouched Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-999,Naked-rumped Pouched Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,-999,Greater Sac-winged Bat,365,0.99,1,8.08,NA,NA,59.99,3.49,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,-999,Greater Sac-winged Bat,365,1,1,7.9,6,NA,60,NA,6.8,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de Magalhaes and Costa, 2009"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,-999,Greater Sac-winged Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,-999,Greater Sac-winged Bat,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,-999,Greater Sac-winged Bat,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,canescens,Saccopteryx canescens,-999,Frosted Sac-winged Bat,NA,1,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,canescens,Saccopteryx canescens,-999,Frosted Sac-winged Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,-999,Amazonian Sac-winged Bat,NA,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,-999,Amazonian Sac-winged Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,leptura,Saccopteryx leptura,-999,Lesser Sac-winged Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,374.39,0.99,1,25.99,NA,122.5,46.67,5.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,121.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,60.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,121.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,achates,Taphozous achates,-999,Indonesian Tomb Bat,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,421.91,1,1,32.49,NA,100.11,52.01,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.599,NA,NA,4.8,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,0.99,2,24.43,NA,91.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.249,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,273.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,australis,Taphozous australis,-999,Coastal Tomb Bat,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,278.27,1,1,30.52,5,106.86,35.46,4.22,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,421.91,1,1,32.49,NA,100.11,52.01,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.599,NA,NA,4.8,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,0.99,2,24.43,NA,91.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.249,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,273.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Taphozous georgianus,-999,Sharp-nosed Tomb Bat,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hamiltoni,Taphozous hamiltoni,-999,Hamilton's Tomb Bat,NA,NA,NA,39.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,-999,Hildegarde's Tomb Bat,NA,1,1,29.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,-999,Hildegarde's Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colket, E., Wilson, D.E., 1998"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,-999,Hildegarde's Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colket, E., Wilson, D.E., 1998"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hilli,Taphozous hilli,-999,Hill's Tomb Bat,NA,NA,NA,21.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,hilli,Taphozous hilli,-999,Hill's Tomb Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,kapalgensis,Taphozous kapalgensis,-999,Arnhem Tomb Bat,NA,NA,NA,26.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,longimanus,Taphozous longimanus,-999,Long-winged Tomb Bat,169.16,0.99,2,25.11,NA,107.22,22.13,5.52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.574,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,-999,Mauritian Tomb Bat,NA,1,1,27.97,NA,42.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.499,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,-999,Mauritian Tomb Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,-999,Mauritian Tomb Bat,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,-999,Mauritian Tomb Bat,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
