Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Carollia_sowelli,Chiroptera,Phyllostomidae,Carollia,sowelli,Carollia sowelli,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.5,Reported,Occasional Papers of the Museum of Texas Tech University 217: 1-12 (2002),NA,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Carollia_subrufa,Chiroptera,Phyllostomidae,Carollia,subrufa,Carollia subrufa,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Casinycteris_argynnis,Chiroptera,Pteropodidae,Casinycteris,argynnis,Casinycteris argynnis,0,0,0,1,Taxonomic,PHYLACINE 1.2,29.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Centronycteris_centralis,Chiroptera,Emballonuridae,Centronycteris,centralis,Centronycteris centralis,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.5,Reported,Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009),NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Centronycteris_maximiliani,Chiroptera,Emballonuridae,Centronycteris,maximiliani,Centronycteris maximiliani,0,0,0,1,Taxonomic,PHYLACINE 1.2,5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Centurio_senex,Chiroptera,Phyllostomidae,Centurio,senex,Centurio senex,0,0,0,1,Taxonomic,PHYLACINE 1.2,21.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_aloysiisabaudiae,Chiroptera,Molossidae,Chaerephon,aloysiisabaudiae,Chaerephon aloysiisabaudiae,0,0,0,1,Taxonomic,PHYLACINE 1.2,25.7,Assumed isometric based on forearm length,Mammalian Species 574: 1-6 (1998),Chaerephon_russatus,Mammalian Species 574: 1-6 (1998),Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_ansorgei,Chiroptera,Molossidae,Chaerephon,ansorgei,Chaerephon ansorgei,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_bemmeleni,Chiroptera,Molossidae,Chaerephon,bemmeleni,Chaerephon bemmeleni,0,0,0,1,Taxonomic,PHYLACINE 1.2,19,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_bivittatus,Chiroptera,Molossidae,Chaerephon,bivittatus,Chaerephon bivittatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,15,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_bregullae,Chiroptera,Molossidae,Chaerephon,bregullae,Chaerephon bregullae,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.9,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,EN,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Chaerephon_chapini,Chiroptera,Molossidae,Chaerephon,chapini,Chaerephon chapini,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_gallagheri,Chiroptera,Molossidae,Chaerephon,gallagheri,Chaerephon gallagheri,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.2,Assumed isometric based on forearm length,Mammalian species 574: 1-6 (1998),Chaerephon_russatus,Mammalian species 574: 1-6 (1998),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_jobensis,Chiroptera,Molossidae,Chaerephon,jobensis,Chaerephon jobensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_jobimena,Chiroptera,Molossidae,Chaerephon,jobimena,Chaerephon jobimena,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.3,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Chaerephon_johorensis,Chiroptera,Molossidae,Chaerephon,johorensis,Chaerephon johorensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,20,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_major,Chiroptera,Molossidae,Chaerephon,major,Chaerephon major,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_nigeriae,Chiroptera,Molossidae,Chaerephon,nigeriae,Chaerephon nigeriae,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_plicatus,Chiroptera,Molossidae,Chaerephon,plicatus,Chaerephon plicatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,17.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_pumilus,Chiroptera,Molossidae,Chaerephon,pumilus,Chaerephon pumilus,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_russatus,Chiroptera,Molossidae,Chaerephon,russatus,Chaerephon russatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chaerephon_solomonis,Chiroptera,Molossidae,Chaerephon,solomonis,Chaerephon solomonis,0,0,0,1,Taxonomic,PHYLACINE 1.2,12.3,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Chaerephon_tomensis,Chiroptera,Molossidae,Chaerephon,tomensis,Chaerephon tomensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.1,Reported,Journal of Mammalogy 74: 901-907 (1993),NA,NA,Occurs only on isolated islands,EN,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Chalinolobus_dwyeri,Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus dwyeri,0,0,0,1,Taxonomic,PHYLACINE 1.2,9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chalinolobus_gouldii,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chalinolobus_morio,Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chalinolobus_neocaledonicus,Chiroptera,Vespertilionidae,Chalinolobus,neocaledonicus,Chalinolobus neocaledonicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.9,Assumed isometric based on forearm length,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),Chalinolobus_nigrogriseus,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),Occurs only on isolated islands,EN,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Chalinolobus_nigrogriseus,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chalinolobus_picatus,Chiroptera,Vespertilionidae,Chalinolobus,picatus,Chalinolobus picatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chalinolobus_tuberculatus,Chiroptera,Vespertilionidae,Chalinolobus,tuberculatus,Chalinolobus tuberculatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Cheiromeles_parvidens,Chiroptera,Molossidae,Cheiromeles,parvidens,Cheiromeles parvidens,0,0,0,1,Taxonomic,PHYLACINE 1.2,114.6,Assumed isometric based on forearm length,Fieldiana Zoology 69: 1-44 (1992),Cheiromeles_torquatus,Fieldiana Zoology 69: 1-44 (1992),Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Cheiromeles_torquatus,Chiroptera,Molossidae,Cheiromeles,torquatus,Cheiromeles torquatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,163.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chilonatalus_micropus,Chiroptera,Natalidae,Chilonatalus,micropus,Chilonatalus micropus,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.5,Reported,Bulletin of the American Museum of Natural History 353:1-140 (2011),NA,NA,Occurs only on isolated islands,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chilonatalus_tumidifrons,Chiroptera,Natalidae,Chilonatalus,tumidifrons,Chilonatalus tumidifrons,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.3,Reported,Bulletin of the American Museum of Natural History 353:1-140 (2011),NA,NA,Occurs only on isolated islands,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chiroderma_doriae,Chiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma doriae,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chiroderma_improvisum,Chiroptera,Phyllostomidae,Chiroderma,improvisum,Chiroderma improvisum,0,0,0,1,Taxonomic,PHYLACINE 1.2,35,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chiroderma_salvini,Chiroptera,Phyllostomidae,Chiroderma,salvini,Chiroderma salvini,0,0,0,1,Taxonomic,PHYLACINE 1.2,25.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chiroderma_trinitatum,Chiroptera,Phyllostomidae,Chiroderma,trinitatum,Chiroderma trinitatum,0,0,0,1,Taxonomic,PHYLACINE 1.2,13.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chiroderma_villosum,Chiroptera,Phyllostomidae,Chiroderma,villosum,Chiroderma villosum,0,0,0,1,Taxonomic,PHYLACINE 1.2,23.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Chironax_melanocephalus,Chiroptera,Pteropodidae,Chironax,melanocephalus,Chironax melanocephalus,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Choeroniscus_godmani,Chiroptera,Phyllostomidae,Choeroniscus,godmani,Choeroniscus godmani,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
