Code,Class,Order,Suborder,Family,Subfamily,Genus,Species,SpeciesEpithet,HR_mean,Dispersal_Dist_mean,HeadBody_Length_mean,Tail_Length_mean,Forearm_Length_mean,Hindfoot_Length_mean,Length_tot_mean,Wing_Length_mean,Wing_Area_mean,Wingspan_mean,W_aspect_ratio_mean,W_loading_mean,BodyMass_mean,SexMaturity_Age_mean,HR_min,HeadBody_Length_min,Tail_Length_min,Forearm_Length_min,Hindfoot_Length_min,Length_tot_min,Wing_Length_min,Wing_Area_min,Wingspan_min,W_aspect_ratio_min,W_loading_min,BodyMass_min,SexMaturity_Age_min,HR_max,Dispersal_Dist_max,HeadBody_Length_max,Tail_Length_max,Forearm_Length_max,Hindfoot_Length_max,Length_tot_max,Wing_Length_max,Wing_Area_max,Wingspan_max,W_aspect_ratio_max,W_loading_max,BodyMass_max,SexMaturity_Age_max,sex
YAN070112003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,gleni,Glauconycteris gleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,superba,Glauconycteris superba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,argentata,Glauconycteris argentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,egeria,Glauconycteris egeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,poensis,Glauconycteris poensis,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112008,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,alboguttata,Glauconycteris alboguttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112009,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,beatrix,Glauconycteris beatrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112010,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,curryae,Glauconycteris curryae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112011,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,humeralis,Glauconycteris humeralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070112012,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,atra,Glauconycteris atra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,female
YAN070112013,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Glauconycteris,kenyacola,Glauconycteris kenyacola,NA,NA,NA,NA,NA,NA,98,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070113001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,floweri,Eptesicus floweri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070113002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,platyops,Eptesicus platyops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070113003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,hottentotus,Eptesicus hottentotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070113004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,bottae,Eptesicus bottae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070113005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,isabellinus,Eptesicus isabellinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070114001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Barbastella,barbastellus,Barbastella barbastellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070114002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Barbastella,leucomelas,Barbastella leucomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070115001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,teneriffae,Plecotus teneriffae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070115002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,gaisleri,Plecotus gaisleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070115003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,christii,Plecotus christii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070115004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,balensis,Plecotus balensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070116001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Otonycteris,hemprichii,Otonycteris hemprichii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nux,Scotophilus nux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,tandrefana,Scotophilus tandrefana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,marovaza,Scotophilus marovaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,leucogaster,Scotophilus leucogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,altilis,Scotophilus altilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,robustus,Scotophilus robustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,borbonicus,Scotophilus borbonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117008,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,viridis,Scotophilus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117009,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,ejetai,Scotophilus ejetai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117010,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nigrita,Scotophilus nigrita,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117011,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nucella,Scotophilus nucella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117012,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,andrewreborii,Scotophilus andrewreborii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117013,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nigritellus,Scotophilus nigritellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117014,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,livingstonii,Scotophilus livingstonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117015,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,trujilloi,Scotophilus trujilloi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117016,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,dinganii,Scotophilus dinganii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070117017,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,colias,Scotophilus colias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,lanosa,Kerivoula lanosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,eriophora,Kerivoula eriophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,africana,Kerivoula africana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,smithii,Kerivoula smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,cuprosa,Kerivoula cuprosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,phalaena,Kerivoula phalaena,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070201007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,argentata,Kerivoula argentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,emarginatus,Myotis emarginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,tricolor,Myotis tricolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,welwitschii,Myotis welwitschii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,scotti,Myotis scotti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,morrisi,Myotis morrisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,bocagii,Myotis bocagii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,goudoti,Myotis goudotii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301008,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,anjouanensis,Myotis anjouanensis,NA,NA,48,45,43,7,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301009,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,dieteri,Myotis dieteri,NA,NA,48,38,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301010,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,mystacinus,Myotis mystacinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301011,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,capaccinii,Myotis capaccinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YAN070301012,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,punicus,Myotis punicus,NA,NA,NA,NA,59.7,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,33,NA,female
YAN070301013,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,zenatius,Myotis zenatius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010101001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,zenkeri,Scotonycteris zenkeri,NA,NA,75,0,51,12.5,NA,NA,NA,230,NA,NA,20,NA,NA,65,0,47,11,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,85,0,55,14,NA,NA,NA,NA,NA,NA,24,NA,unknown
YIN010101002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,occidentalis,Scotonycteris occidentalis,NA,NA,75,0,51,12.5,NA,NA,NA,NA,NA,NA,20,NA,NA,65,0,47,11,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,85,0,55,14,NA,NA,NA,NA,NA,NA,24,NA,unknown
YIN010101003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,bergmansi,Scotonycteris bergmansi,NA,NA,75,0,51,12.5,NA,NA,NA,NA,NA,NA,20,NA,NA,65,0,47,11,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,85,0,55,14,NA,NA,NA,NA,NA,NA,24,NA,unknown
YIN010102001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,argynnis,Casinycteris argynnis,NA,NA,NA,0,NA,13,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,0,NA,12,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,NA,NA,380,NA,NA,NA,NA,unknown
YIN010102002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,ophiodon,Casinycteris ophiodon,NA,NA,118.5,0,NA,18,NA,NA,NA,523,NA,NA,NA,NA,NA,115,0,NA,17,NA,NA,NA,469,NA,NA,NA,NA,999,NA,122,0,NA,19,NA,NA,NA,548,NA,NA,NA,NA,unknown
YIN010102003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,campomaanensis,Casinycteris campomaanensis,NA,NA,NA,0,73.2,15,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN010103001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,aegyptiacus,Rousettus aegyptiacus,NA,NA,165,15.8,94,27.5,NA,NA,NA,NA,NA,NA,126,NA,NA,138,6.6,82,17,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,192,25,106,38,NA,NA,NA,NA,NA,NA,171,NA,unknown
YIN010103002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,madagascariensis,Rousettus madagascariensis,NA,NA,131,9.75,73,17.5,NA,NA,NA,NA,NA,NA,56.25,365,NA,119,6,66,16,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,143,13.5,80,19,NA,NA,NA,NA,NA,NA,81.5,NA,unknown
YIN010103003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,obliviosus,Rousettus obliviosus,NA,NA,131.5,19.5,74,15,NA,NA,NA,NA,NA,NA,57.5,NA,NA,121,14,70,13,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,142,25,78,17,NA,NA,NA,NA,NA,NA,73,NA,unknown
YIN010104001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Stenonycteris,lanosus,Stenonycteris lanosus,NA,NA,143.5,17,90,22.5,NA,NA,NA,606,NA,NA,128,NA,NA,114,9,85,18,NA,NA,NA,580,NA,NA,94,NA,NA,NA,173,25,95,27,NA,NA,NA,644,NA,NA,162,NA,unknown
