familyName,genusName,scientificName.iucn.sub,forearm_mm,forearm_sd,forearm_n,mass_g,mass_sd,mass_n,wingspan_cm,wingspan_sd,wingspan_n,wingSurfaceArea_cm2,wingSurfaceArea_sd,wingSurfaceArea_n,liftingSurfaceArea_cm2,liftingSurfaceArea_sd,liftingSurfaceArea_n,totalAspectRatio,totalWingLoading_Nm2,totalRelativeLoading,totalAspectRatio_sd,totalWingLoading_sd,totalRelativeLoading_sd,totalAspectRatio_n,totalWingLoading_n,partialAspectRatio,partialWingLoading_Nm2,partialRelativeLoading,partialAspectRatio_sd,partialWingLoading_sd,partialRelativeLoading_sd,partialAspectRatio_n,partialWingLoading_n,partialRelativeLoading_n,totalRelativeLoading_ext,partialRelativeLoading_ext,totalWingLoading_Nm2_ext,partialWingLoading_Nm2_ext,totalAspectRatio_ext,partialAspectRatio_ext,lifestage,references
CISTUGIDAE,Cistugo,Cistugo lesueuri,36,0.4,4,6.7,1.2,5,23.91,0.93,9,NA,NA,0,93.24,1.25,9,6.14,3.33,0,NA,4.04,NA,9,9,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.33,NA,6.14,NA,adult,"29, 78, 258"
CISTUGIDAE,Cistugo,Cistugo seabrae,NA,NA,0,3.8,0.4,2,21.2,1.1,2,NA,NA,0,65.2,7.3,2,6.89,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6.89,NA,adult,"29, 258"
CRASEONYCTERIDAE,Craseonycteris,Craseonycteris thonglongyai,NA,NA,0,1.9,NA,1,16,NA,1,NA,NA,0,36,NA,1,7.1,5.2,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.2,NA,7.1,NA,adult,"4, 258"
EMBALLONURIDAE,Balantiopteryx,Balantiopteryx plicata,NA,NA,0,6.5,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
EMBALLONURIDAE,Coleura,Coleura afra,NA,NA,0,NA,NA,0,31.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
EMBALLONURIDAE,Coleura,Coleura seychellensis,NA,NA,0,10.4,NA,1,28.6,NA,1,NA,NA,0,126,NA,1,6.5,8.1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8.1,NA,6.5,NA,adult,"4, 258"
EMBALLONURIDAE,Emballonura,Emballonura alecto,NA,NA,0,6.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
EMBALLONURIDAE,Emballonura,Emballonura monticola,NA,NA,0,5.52,0.27,6,26.35,0.22,6,94.27,1.72,5,90,NA,1,7.7,5.8,0,NA,NA,NA,1,1,7.3,5.7,0,0.09,0.3,NA,5,5,5,0,0,5.8,5.7,7.7,7.3,adult,"4, 26, 258"
EMBALLONURIDAE,Emballonura,Emballonura semicaudata,NA,NA,0,5.6,NA,1,26.2,NA,1,NA,NA,0,97,NA,1,7.1,5.7,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.7,NA,7.1,NA,adult,"4, 258"
EMBALLONURIDAE,Rhynchonycteris,Rhynchonycteris naso,NA,NA,0,3.9,NA,1,23.9,NA,1,NA,NA,0,88,NA,1,6.83,4.3,27.37,0.25,NA,10.83,9,1,NA,NA,NA,NA,NA,NA,0,0,0,27.37,NA,4.3,NA,6.83,NA,adult,"4, 16, 258"
EMBALLONURIDAE,Saccolaimus,Saccolaimus flaviventris,77.01,1.62,13,51.76,6.27,34,51.35,1.57,30,NA,NA,0,319.53,20.03,30,8.23,16.17,0,NA,2.29,NA,30,30,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,16.17,NA,8.23,NA,adult,"4, 27, 159, 239, 258"
EMBALLONURIDAE,Saccolaimus,Saccolaimus peli,NA,NA,0,NA,NA,0,68.5,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
EMBALLONURIDAE,Saccolaimus,Saccolaimus saccolaimus,NA,NA,0,45.44,5.53,29,45.53,3.12,29,248,4.78,28,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,8.6,18.4,0.01,0.13,0.9,NA,28,28,28,NA,0.01,NA,18.4,NA,8.6,adult,"4, 26, 258"
EMBALLONURIDAE,Saccopteryx,Saccopteryx bilineata,NA,NA,0,7.5,NA,1,27.5,NA,1,NA,NA,0,125,NA,1,6.75,5.9,22.28,0.35,NA,11.38,6,1,NA,NA,NA,NA,NA,NA,0,0,0,22.28,NA,5.9,NA,6.75,NA,adult,"4, 16, 258"
EMBALLONURIDAE,Taphozous,Taphozous georgianus,NA,NA,0,25.4,2.2,4,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"239, 258"
EMBALLONURIDAE,Taphozous,Taphozous longimanus,NA,NA,0,28.2,NA,1,39,NA,1,NA,NA,0,155,NA,1,9.8,17.8,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,17.8,NA,9.8,NA,adult,"4, 258"
EMBALLONURIDAE,Taphozous,Taphozous mauritianus,NA,NA,0,32,5.62,8,39.5,1.3,6,NA,NA,0,216.2,15.7,6,7.94,3.85,13,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,0,0,0,13,NA,3.85,NA,7.94,NA,adult,"29, 166, 258"
EMBALLONURIDAE,Taphozous,Taphozous melanopogon,64.94,1.69,71,22.99,2.45,78,36.93,1.22,77,180.14,3.65,6,178.46,16.16,71,7.64,12.73,0,0.58,1.08,NA,71,71,8.2,14.4,0,0.15,0.45,NA,6,6,6,0,0,12.73,14.4,7.64,8.2,adult,"17, 26, 156, 258"
EMBALLONURIDAE,Taphozous,Taphozous nudiventris,NA,NA,0,49.9,NA,1,45.6,NA,1,NA,NA,0,219,NA,1,9.5,22.4,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,22.4,NA,9.5,NA,adult,"4, 258"
EMBALLONURIDAE,Taphozous,Taphozous perforatus,NA,NA,0,18.8,NA,1,32.6,NA,1,NA,NA,0,142,NA,1,7.5,13,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,13,NA,7.5,NA,adult,"4, 258"
HIPPOSIDERIDAE,Asellia,Asellia tridens,51.67,1.67,47,12.68,1.23,47,31.05,1.15,47,NA,NA,0,138.7,10.35,47,6.96,9.03,0,0.43,1.17,NA,47,47,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.03,NA,6.96,NA,adult,13
HIPPOSIDERIDAE,Aselliscus,Aselliscus stoliczkanus,NA,NA,0,5.8,0.8,13,25.8,0.8,13,NA,NA,0,120,10,13,5.65,4.9,0,0.72,0.55,NA,13,13,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,4.9,NA,5.65,NA,adult,"25, 258"
HIPPOSIDERIDAE,Cloeotis,Cloeotis percivali,35,1,19,5.3,0.6,6,21.05,0.92,25,NA,NA,0,79.14,7.7,25,5.66,5.09,0,NA,3.1,NA,25,25,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.09,NA,5.66,NA,adult,"29, 238, 258"
HIPPOSIDERIDAE,Coelops,Coelops frithii,NA,NA,0,4,0,2,21.3,0.8,2,NA,NA,0,100,10,2,4.33,3.84,0,0.05,0.32,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.84,NA,4.33,NA,adult,"25, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros abae,NA,NA,0,NA,NA,0,32,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros armiger,91.68,0.74,25,57.27,8.84,44,51,2.54,44,NA,NA,0,467.65,36.18,38,5.72,12.32,0,0.27,1.17,NA,38,38,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,12.32,NA,5.72,NA,adult,"24, 25, 164, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros ater,NA,NA,0,5.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros beatus,NA,NA,0,NA,NA,0,20.6,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros bicolor,45.5,NA,14,7.97,NA,40,27.78,NA,40,NA,NA,0,139.38,NA,40,5.41,4.95,0,NA,1.95,NA,40,40,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,4.95,NA,5.41,NA,adult,"4, 52, 79, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros caffer,47.65,1.41,25,8.8,0.89,45,28.1,1.18,36,NA,NA,0,135.01,10.65,36,6.11,5.21,9.42,NA,2.7,NA,50,50,NA,NA,NA,NA,NA,NA,0,0,0,9.42,NA,5.21,NA,6.11,NA,adult,"4, 13, 29, 144, 166, 238, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros cervinus,49.5,NA,48,10.05,NA,119,30.25,NA,119,NA,NA,0,147.66,NA,119,6.18,4.92,0,NA,2.99,NA,119,119,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,4.92,NA,6.18,NA,adult,"52, 79, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros cineraceus,38.4,NA,4,5.23,NA,10,23.47,NA,10,NA,NA,0,100.8,NA,10,5.55,1.45,0,NA,2.34,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.45,NA,5.55,NA,adult,"4, 25, 52, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros commersoni,NA,NA,0,89,0,3,65.4,NA,1,NA,NA,0,556,NA,1,7.7,15.7,23.44,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,0,0,0,23.44,NA,15.7,NA,7.7,NA,adult,"4, 166, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros cyclops,NA,NA,0,NA,NA,0,41.3,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros diadema,84.9,NA,17,46.96,NA,94,50.03,NA,93,NA,NA,0,418.04,NA,93,6.02,7.82,0,NA,5.03,NA,93,93,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,7.82,NA,6.02,NA,adult,"4, 52, 79, 156, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros doriae,36.9,NA,2,4.8,NA,3,22.7,NA,3,NA,NA,0,94,NA,3,5.48,0,0,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,5.48,NA,adult,"52, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros kunzi,NA,NA,0,8,1,56,27.4,1.2,56,NA,NA,0,140,10,56,5.56,5.75,0,0.26,0.56,NA,56,56,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.75,NA,5.56,NA,adult,79
HIPPOSIDERIDAE,Hipposideros,Hipposideros larvatus,59.86,NA,30,18.21,NA,99,34.43,NA,93,NA,NA,0,209.01,NA,93,5.68,6.83,0,NA,3.62,NA,93,93,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,6.83,NA,5.68,NA,adult,"25, 52, 135, 164, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros lylei,NA,NA,0,46.2,5.4,5,44.3,1.4,5,NA,NA,0,380,40,5,5.14,12.08,0,0.26,1.29,NA,5,5,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,12.08,NA,5.14,NA,adult,"25, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros obscurus,NA,NA,0,9.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros pomona,41,NA,1,6.7,0.9,12,24.2,1.1,12,NA,NA,0,120,10,12,4.83,5.44,2.49,0.29,0.73,8.99,13,12,NA,NA,NA,NA,NA,NA,0,0,0,2.49,NA,5.44,NA,4.83,NA,adult,"25, 30, 121, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros pratti,86,2.5,9,51,12.6,9,45.91,2.07,9,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,164
HIPPOSIDERIDAE,Hipposideros,Hipposideros pygmaeus,NA,NA,0,4,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros ridleyi,48.4,NA,8,9.08,NA,29,29.93,NA,29,NA,NA,0,136.1,NA,29,7.01,3.61,0,NA,2.91,NA,29,29,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.61,NA,7.01,NA,adult,"52, 79, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros ruber,48.47,1.27,28,11.34,1.49,28,30.17,0.87,28,NA,NA,0,139.55,7.1,28,6.54,7.96,0,0.35,0.92,NA,28,28,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,7.96,NA,6.54,NA,adult,13
HIPPOSIDERIDAE,Hipposideros,Hipposideros speoris,NA,NA,0,11,NA,1,28,NA,1,NA,NA,0,121,NA,1,6.5,8.9,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8.9,NA,6.5,NA,adult,"4, 258"
HIPPOSIDERIDAE,Hipposideros,Hipposideros vittatus,NA,NA,0,68.7,9.4,2,52.4,1.2,2,NA,NA,0,438.2,44.9,2,6.27,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6.27,NA,adult,29
HIPPOSIDERIDAE,Triaenops,Triaenops afer,NA,NA,0,10.9,NA,1,29.3,NA,1,NA,NA,0,116,NA,1,7.4,9.2,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.2,NA,7.4,NA,adult,4
HIPPOSIDERIDAE,Triaenops,Triaenops persicus,NA,NA,0,10.9,NA,1,29.3,NA,1,NA,NA,0,116,NA,1,7.4,9.2,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.2,NA,7.4,NA,adult,"4, 258"
MEGADERMATIDAE,Cardioderma,Cardioderma cor,NA,NA,0,NA,NA,0,32.8,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MEGADERMATIDAE,Lavia,Lavia frons,NA,NA,0,26,NA,1,34,NA,1,NA,NA,0,213,NA,1,5.4,12,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,12,NA,5.4,NA,adult,"4, 258"
MEGADERMATIDAE,Macroderma,Macroderma gigas,NA,NA,0,123,NA,1,66,NA,1,NA,NA,0,717,NA,1,6.1,16.8,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,16.8,NA,6.1,NA,adult,"4, 258"
MEGADERMATIDAE,Megaderma,Megaderma lyra,NA,NA,0,43.81,3.67,9,44.53,1.14,9,NA,NA,0,372.44,36.07,9,5.35,11.92,0,0.41,0.72,NA,9,20,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.92,NA,5.35,NA,adult,"4, 25, 92, 258"
MEGADERMATIDAE,Megaderma,Megaderma spasma,56,NA,1,22.9,NA,1,34.4,NA,1,NA,NA,0,NA,NA,0,4.7,NA,31.4,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,31.4,NA,8.92,NA,4.7,NA,adult,"4, 30, 156, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus australis,NA,NA,0,6.67,0.76,12,27.96,1.43,11,NA,NA,0,119.27,19.13,11,6.79,5.81,0,0.46,1.26,NA,11,11,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.81,NA,6.79,NA,adult,"4, 27, 156, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus fraterculus,NA,NA,0,8.81,0.51,13,28.89,1.51,13,NA,NA,0,136.13,8.03,13,6.19,1.48,0,NA,2.81,NA,13,13,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.48,NA,6.19,NA,adult,"28, 29, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus inflatus,NA,NA,0,12.5,NA,1,29,NA,1,NA,NA,0,97,NA,1,8.7,12.6,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,12.6,NA,8.7,NA,adult,"4, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus minor,NA,NA,0,NA,NA,0,28,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,4
MINIOPTERIDAE,Miniopterus,Miniopterus natalensis,NA,NA,0,11.7,0.78,12,30.53,1.22,12,NA,NA,0,146.15,7.36,12,6.33,1.32,0,NA,3.08,NA,12,12,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.32,NA,6.33,NA,adult,"28, 29, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus pusillus,40,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,7.3,NA,32.9,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,32.9,NA,NA,NA,7.3,NA,adult,"30, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus schreibersii,44.57,1.81,31,12.56,1.38,22,28.88,2.15,37,NA,NA,0,132.7,13.14,37,6.25,9.16,0,0.6,1.26,NA,37,37,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.16,NA,6.25,NA,adult,"4, 27, 78, 150, 156, 238, 258"
MINIOPTERIDAE,Miniopterus,Miniopterus tristis,NA,NA,0,18.4,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
MOLOSSIDAE,Austronomus,Austronomus australis,NA,NA,0,35.37,4.05,21,42.06,1.95,17,NA,NA,0,217.65,21.66,17,8.17,15.7,0,0.87,1.94,NA,17,17,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,15.7,NA,8.17,NA,adult,"4, 27, 239, 258"
MOLOSSIDAE,Chaerephon,Chaerephon ansorgei,NA,NA,0,NA,NA,0,33.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Chaerephon,Chaerephon atsinanana,39.3,0.33,10,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,8.35,10.31,NA,0.05,0.12,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.31,NA,8.35,NA,adult,102
MOLOSSIDAE,Chaerephon,Chaerephon jobensis,NA,NA,0,23.4,2.6,3,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"239, 258"
MOLOSSIDAE,Chaerephon,Chaerephon leucogaster,35,0.21,10,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,8.09,9.6,NA,0.08,0.07,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.6,NA,8.09,NA,adult,102
MOLOSSIDAE,Chaerephon,Chaerephon major,NA,NA,0,NA,NA,0,32.7,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Chaerephon,Chaerephon plicatus,NA,NA,0,23.6,NA,1,34.3,NA,1,NA,NA,0,106,NA,1,11.1,21.8,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,21.8,NA,11.1,NA,adult,"4, 258"
MOLOSSIDAE,Chaerephon,Chaerephon pumilus,38.73,2.82,34,11.34,1.1,41,26.84,1.14,16,NA,NA,0,96.88,9.19,16,8.2,11.07,41.11,NA,5.96,NA,51,51,NA,NA,NA,NA,NA,NA,0,0,0,41.11,NA,11.07,NA,8.2,NA,adult,"4, 28, 29, 93, 102, 166, 258"
MOLOSSIDAE,Chaerephon,Chaerephon russatus,NA,NA,0,NA,NA,0,29.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Cheiromeles,Cheiromeles torquatus,NA,NA,0,135.5,NA,1,NA,NA,0,NA,NA,0,384,NA,1,NA,34.6,0.01,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,34.6,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Cynomops,Cynomops abrasus,NA,NA,0,35,NA,1,NA,NA,0,NA,NA,0,173,NA,1,NA,19.8,0.01,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,19.8,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Cynomops,Cynomops paranus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,8.28,NA,38.46,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,38.46,NA,NA,NA,8.28,NA,adult,"16, 258"
MOLOSSIDAE,Eumops,Eumops glaucinus,NA,NA,0,NA,NA,0,47,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Eumops,Eumops perotis,NA,NA,0,53.5,NA,1,44.6,NA,1,NA,NA,0,209,NA,1,9.5,25.1,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,25.1,NA,9.5,NA,adult,"4, 258"
MOLOSSIDAE,Eumops,Eumops underwoodi,NA,NA,0,40,NA,1,52,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Molossops,Molossops mattogrossensis,NA,NA,0,5.8,NA,1,21.5,NA,1,NA,NA,0,63,NA,1,7.3,9,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,9,NA,7.3,NA,adult,"4, 258"
MOLOSSIDAE,Molossops,Molossops temminckii,28.97,0.54,12,6.21,0.26,12,22.18,0.38,12,NA,NA,0,63.8,2.47,12,7.71,9.55,0.01,0.22,0.39,NA,12,12,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,9.55,NA,7.71,NA,adult,89
MOLOSSIDAE,Molossus,Molossus bondae,NA,NA,0,17.6,NA,1,28.4,NA,1,NA,NA,0,92,NA,1,8.8,18.8,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,18.8,NA,8.8,NA,adult,4
MOLOSSIDAE,Molossus,Molossus coibensis,34.31,1.42,12,12.96,1.14,12,19.19,NA,12,46.5,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,7.93,27.32,54.28,0.37,3.66,6.45,12,12,12,NA,54.28,NA,27.32,NA,7.93,adult,2
MOLOSSIDAE,Molossus,Molossus currentium,NA,NA,0,17.7,2.4,11,29.3,1,11,NA,NA,0,82,10,11,10.43,22.1,0.01,0.98,2.8,NA,11,11,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,22.1,NA,10.43,NA,adult,"21, 258"
MOLOSSIDAE,Molossus,Molossus molossus,37.01,0.94,125,12.5,3.27,126,20.79,NA,105,55.14,NA,104,99,NA,1,8.05,16.94,52.48,0.38,1.95,13.72,19,18,7.77,19.97,41.62,0.44,3.2,5.05,104,104,104,52.48,41.62,16.94,19.97,8.05,7.77,adult,"2, 4, 5, 16, 143, 258"
MOLOSSIDAE,Molossus,Molossus rufus,NA,NA,0,28.6,NA,1,36.5,NA,1,NA,NA,0,120,NA,1,11.1,23.4,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,23.4,NA,11.1,NA,adult,4
MOLOSSIDAE,Molossus,Molossus sinaloae,NA,NA,0,22.94,2.86,7,30.57,3.43,7,NA,NA,0,117.57,27.33,7,8.19,19.23,0.01,0.48,3.36,NA,7,7,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,19.23,NA,8.19,NA,adult,"4, 21, 258"
MOLOSSIDAE,Mops,Mops condylurus,NA,NA,0,27.53,4.26,18,33.75,1.19,13,NA,NA,0,149.09,5.64,13,8.05,8.06,16.88,NA,9.3,NA,18,18,NA,NA,NA,NA,NA,NA,0,0,0,16.88,NA,8.06,NA,8.05,NA,adult,"4, 28, 29, 166, 258"
MOLOSSIDAE,Mops,Mops congicus,NA,NA,0,52.9,NA,1,43.9,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mops,Mops demonstrator,NA,NA,0,NA,NA,0,31.6,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mops,Mops leucostigma,44.4,0.22,10,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,8.27,14.21,NA,0.05,0.22,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,14.21,NA,8.27,NA,adult,"102, 258"
MOLOSSIDAE,Mops,Mops midas,63,0.45,10,44.1,NA,1,45.7,NA,1,NA,NA,0,235,NA,1,8.75,18.23,0.01,0.13,2.28,NA,11,11,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,18.23,NA,8.75,NA,adult,"4, 102, 258"
